Year,Month,Locality,Households Served,Individuals Served,Pounds of Food Distributed,Children Served via non-federal child nutrition programs,Pounds of food distributed via non-federal child nutrition progr
2020,November,Smyth County,840,2437,88714.42,326,356
2019,July,Highland County,186,337,7949.65,,0
2019,May,Richmond County,0,0,386881,,
2019,February,Bristol City,537,1385,2576,62,0
2019,March,Hanover County,156,445,,,
2019,January,Petersburg City,787,1813,9914,,
2019,November,Southampton County,653,1412,27976,145,1432
2021,May,Highland County,229,429,13506.11,,0
2020,November,Goochland County,102,408,72652,,
2019,January,Carroll County,129,362,3715,,0
2019,April,York County,330,956,45279,0,
2019,May,Patrick County,806,2095,18784.4,,0
2021,June,Roanoke City,10717,11378,321018.64,95,2255
2019,January,Lancaster County,377,949,61064,,
2019,June,Hanover County,100,243,,,
2019,November,Norton City,964,3138,25706.58,,0
2019,January,Wythe County,385,1066,16444.25,,0
2019,October,Highland County,210,424,7407.26,,0
2019,July,Washington County,1391,4187,46501.25,,0
2020,September,Nelson County,559,1001,34558.8,,0
2021,May,Fluvanna County,334,600,33320.6,90,1898
2019,March,Covington City,303,1042,28825.75,,0
2019,December,Caroline County,752,1877,30895,992,1489
2019,October,Louisa County,1484,2989,35495,,
2019,June,CLARKE COUNTY,199,394,15339.53,,0
2019,February,Richmond City,5865,12399,21337,,
2020,January,Henry County,2242,3686,59348.7,211,2588
2020,October,Westmoreland County,283,747,5340,,
2019,April,Cumberland County,541,915,46684,,
2021,September,Buchanan County,518,1117,60676.18,,2789
2020,August,Orange County,615,1599,37275.09,,0
2021,January,Fauquier County,269,550,36022.08,,0
2020,July,Roanoke County,393,1051,20489.38,,0
2019,May,Charles City County,323,805,11814,,
2020,June,Mecklenburg County,1797,2953,15702,,
2020,June,Martinsville City,146,2145,15830.1,,0
2020,June,Tazewell County,1694,3722,59847.8,,0
2020,November,Lunenburg County,777,2633,70484,,
2019,July,Greene County,401,992,36311.24,,0
2020,May,Russell County,692,1658,25939,,0
2020,January,Northumberland County,255,646,59998,,
2020,February,Greensville County,107,286,108555,,
2019,March,Russell County,970,1860,33957.5,,0
2019,September,Augusta County,2923,7569,296273.07,72,1076
2020,February,Brunswick County,603,973,11875,,
2021,January,Lexington City,541,1479,42527.68,,0
2019,May,Norton City,703,2230,29008.6,,0
2020,April,BEDFORD COUNTY,586,1129,29491.26,,0
2020,April,Norfolk City,4714,17916,661298,50,0
2019,July,Wythe County,972,2531,20496.8,,0
2021,January,Hanover County,988,2741,505,,
2020,February,STAUNTON CITY,674,5322,22528.4,,626
2020,May,Petersburg City,765,1798,426,,
2021,April,Charlottesville City,792,3791,29476.28,0,0
2019,April,Lexington City,678,1362,36057.77,,0
2019,February,Charlotte County,83,838,0,,
2019,July,Richmond County,5,6,2155509,,
2019,February,Accomack County,1805,5327,92287,348,2911
2020,February,Hampton City,1,1,,,
2020,March,Greensville County,52,197,131921,,
2019,June,Alexandria City,,,81085.46928,,720
2019,November,Chesterfield County,1328,11120,199303,,
2020,April,Portsmouth City,1517,4004,76640,0,0
2019,April,Hanover County,418,2330,12260,,
2019,September,Patrick County,940,2696,17877.45,,0
2019,July,Stafford County,1440,4455,54497,141,438
2019,March,Appomattox County,888,1299,27300.63,,0
2021,March,Dickenson County,675,1196,18214,2,0
2020,May,Charles City County,355,1021,14972,,
2020,September,Norton City,543,1653,22071.08,,0
2021,March,Lancaster County,312,604,65354,,
2019,April,Botetourt County,172,582,10438.43,,0
2021,June,Botetourt County,202,705,10346.33,,0
2020,June,Henrico County,2026,7311,71583,,
2020,March,Williamsburg City,384,1021,53877,35,5419
2019,January,Louisa County,978,4438,23087,,
2020,October,Rockbridge County,151,4710,8916.85,,0
2020,April,Orange County,243,560,6561.52,,0
2019,March,Spotsylvania County,2198,7460,170919,243,5198
2021,April,Radford City,579,1771,24529.1,,0
2021,July,Russell County,507,1281,42964.4,,0
2019,March,Newport News City,1247,3106,347482,450,12146
2020,June,Hanover County,121,322,,,
2019,April,Northumberland County,268,617,72437,,
2019,September,Russell County,930,1465,20929.43,,0
2021,January,Fairfax County,,,945181.7113,,62022
2021,April,Richmond City,6856,14536,8705,,
2020,February,Mecklenburg County,1488,2546,13438,,
2020,March,Richmond City,0,14539,0,,
2020,February,Prince William County,14,47,120,,0
2020,December,Colonial Heights City,73,166,42051,,
2019,June,BEDFORD COUNTY,311,910,19824.59,,0
2020,October,Prince William County,,,1904937.323,,41954
2020,June,Sussex County,145,379,5683,,
2021,March,King and Queen County,0,0,0,,
2020,July,Buchanan County,1426,3526,94490.38,37,0
2019,May,Charlotte County,535,1222,0,,
2020,April,Powhatan County,119,1204,134103,,
2020,January,Montgomery County,1030,5271,40513.5,1130,7790
2020,February,Scott County,624,1300,33152.22,13,0
2020,March,Colonial Heights City,72,176,51762,,
2020,July,Lancaster County,435,835,79788,,
2020,November,Montgomery County,1219,7263,41190.7,499,12032
2021,February,New Kent County,390,1199,0,,
2019,November,Goochland County,78,975,35422,,
2020,March,Galax City,225,487,6402,224,0
2020,March,Amherst County,858,2416,114467.7,1770,7797
2021,March,Prince William County,,,1325527.331,,31099
2021,March,Culpeper County,640,1528,50117.14,,0
2021,February,Campbell County,865,1996,94957.72,5,573
2020,April,Bath County,346,705,19498.31,,0
2021,February,Dickenson County,612,1077,23012.8,,0
2019,October,Lee County,481,1323,24590.88,,0
2020,August,Botetourt County,124,411,3093.58,,0
2019,August,Halifax County,331,934,24986,,
2019,January,Hopewell City,0,926,0,,
2020,May,Harrisonburg City,2055,7447,192638.21,268,2305
2019,April,Poquoson City,79,270,9340,0,
2020,September,Waynesboro City,218,596,24170.38,0,0
2019,August,Hampton City,1763,4731,308933,180,4302
2019,July,Botetourt County,184,553,8301.6,,0
2020,July,Appomattox County,1318,2233,42198.88,,0
2020,June,Bristol City,286,1464,1308,,0
2019,May,Poquoson City,82,296,9700,0,
2019,October,Southampton County,600,1331,21735,145,2525
2020,November,Brunswick County,487,814,55161,,
2019,October,Smyth County,1664,4501,141470.15,588,27754
2019,November,King William County,1,4,,,
2019,May,Newport News City,1291,3222,411065,450,15796
2020,December,Waynesboro City,248,679,25885.79,0,720
2021,May,King and Queen County,0,0,0,,
2020,February,Covington City,391,11064,42993.35,,0
2020,March,Harrisonburg City,2140,7862,148789.6,0,3410
2019,October,Augusta County,3202,8168,304383.77,72,1228
2020,April,Essex County,302,637,25528,,
2021,May,Middlesex County,500,799,8009,,
2020,November,Madison County,261,611,45851.14,,0
2020,June,Gloucester County,375,930,58037,,
2020,October,Charles City County,206,583,42858,,
2019,February,Greene County,296,796,25102.44,53,1227
2019,March,PAGE COUNTY,329,625,39416.77,,0
2021,May,Hopewell City,99,311,27196,,
2019,January,Orange County,234,801,19312,,0
2020,June,Norfolk City,6552,19541,476621,813,25278
2019,June,Floyd County,412,1170,4677.75,,0
2020,August,Hopewell City,0,985,0,,
2019,January,Fairfax County,,,571158.0239,,1983
2020,November,Henry County,3654,8869,173499.73,426,0
2019,February,Williamsburg City,85,181,50493,35,5491
2020,November,Orange County,738,1731,29096.59,,0
2019,July,Frederick County,2812,4738,54926.87,,0
2019,February,Fairfax County,1,5,,,
2019,June,Mathews County,,,19302,,
2019,May,Prince George County,408,1156,0,,
2019,July,Prince William County,42,154,199,,0
2019,October,Orange County,355,906,13681,,0
2021,May,Hopewell City,0,854,0,,
2020,February,Augusta County,2496,6361,273526.16,160,1573
2019,April,King and Queen County,23,65,,,
2021,May,Alexandria City,,,180035.52,,18345
2020,January,Caroline County,857,2163,17485.24,922,738
2020,May,Powhatan County,100,1151,117189,,
2020,September,Martinsville City,240,2527,16657.95,,365
2019,February,Poquoson City,95,341,9971,0,
2020,June,King and Queen County,34,41,,,
2019,August,Alexandria City,,,34233.32526,,345
2021,September,Wythe County,131,330,16439.83,,5177
2020,January,Dickenson County,897,1954,34011.7,,0
2021,February,Salem City,520,1408,22086,,0
2020,February,Salem City,552,1405,30079.46,,0
2020,June,Hopewell City,0,719,0,,
2020,February,Chesterfield County,1,1,,,
2021,May,Patrick County,600,1322,21404.3,,0
2020,May,Wythe County,749,1933,19287.85,,0
2021,June,Washington County,1079,5057,54265.5,100,0
2020,May,Martinsville City,143,1195,11396.4,,0
2020,June,Campbell County,1138,2488,95060.79,0,0
2020,July,STAUNTON CITY,403,2956,19026.31,,844
2019,May,BEDFORD COUNTY,394,874,26121.64,,0
2020,September,Hopewell City,0,1051,0,,
2019,September,Chesterfield County,848,10711,220120,,
2019,April,Frederick County,2214,4390,55299.53,,0
2019,October,Craig County,59,118,3936,45,0
2020,April,Sussex County,154,310,3969,0,0
2020,January,Chesterfield County,1956,8437,269421,,
2020,August,Wythe County,870,2264,27572.01,,0
2019,October,Martinsville City,742,2539,18130.45,,688
2019,February,Fluvanna County,314,788,19522.24,101,2992
2021,July,Botetourt County,123,370,6687.02,,0
2021,September,Roanoke City,68,159,170592.8,,4112
2019,November,Accomack County,1981,6033,103612,340,5508
2019,November,Warren County,811,2428,32589.4,310,79
2021,September,Danville City,,,145529.8,,0
2019,August,Colonial Heights City,85,202,49212,,
2020,June,Nelson County,619,1174,46492.02,,0
2021,May,Bristol City,154,1265,4888,,0
2020,November,Warren County,363,990,37242.08,0,0
2019,October,Hanover County,531,2596,463,,
2019,May,Augusta County,2799,6976,292131.54,71,5530
2019,June,Giles County,353,687,11921,58,0
2021,April,Smyth County,419,1137,97956.9,366,561
2019,April,Goochland County,6,817,47862,,
2019,January,New Kent County,0,2692,0,,
2020,February,Mathews County,,,24455,0,
2019,September,Norton City,725,2323,28841.63,,0
2021,May,Charlotte County,813,1421,23295,,
2020,January,York County,327,955,49472,215,1318
2020,December,Petersburg City,970,2430,2472,,
2020,February,Pittsylvania County,,,0,310,2321
2020,July,Radford City,426,1388,24544.3,,0
2019,March,Hopewell City,0,875,0,,
2020,May,Buchanan County,1420,3823,104430.89,492,0
2019,April,Albemarle County,2866,6403,177361.6,115,1930
2020,October,Fairfax County,,,2344919.35,,47174
2020,July,Tazewell County,2047,4806,60097.68,,0
2020,February,Roanoke City,6177,22890,373849.38,1534,11628
2020,September,Radford City,382,1483,24102.18,150,0
2021,March,Rockbridge County,108,5305,5587.48,,0
2019,June,Goochland County,56,778,28009,,
2020,November,Lexington City,812,2162,57106.77,,0
2019,May,Prince Edward County,1163,2195,52348,,
2021,February,Prince Edward County,1078,1813,46904,,
2020,March,Emporia City,65,84,28011,,
2019,June,Northumberland County,241,579,81947,,
2019,September,CLARKE COUNTY,178,354,11229.66,0,0
2019,June,Powhatan County,142,351,94223,,
2021,August,Wythe County,507,1198,12695.33,,0
2019,August,Alleghany County,385,1140,24194.8,,0
2021,February,Prince George County,69,186,8511,,
2020,February,Buchanan County,1440,3253,69480.19,488,0
2019,January,Hanover County,98,266,,,
2019,September,Franklin City,600,1615,20763,0,1197
2019,December,Prince Edward County,1196,2057,19128,,
2019,November,Richmond City,0,16817,0,,
2019,September,Middlesex County,719,1060,10491,,
2019,March,Goochland County,10,901,38483,,
2021,January,Buchanan County,1165,2528,81473.8,320,0
2021,May,Fauquier County,595,1389,34668.54,,0
2021,March,Patrick County,622,1435,19582.33,,0
2020,January,Prince George County,621,1711,4667,,
2019,November,Louisa County,1448,2979,21215,,
2019,May,Richmond County,1,1,,,
2019,September,Louisa County,22,53,,,
2019,June,Martinsville City,442,1620,13186.2,,0
2019,May,King William County,3,10,,,
2019,March,King and Queen County,22,69,,,
2020,May,Warren County,243,579,29186.85,0,476
2020,June,Charlotte County,691,1312,2060,,
2020,April,York County,394,1249,62849,215,2588
2021,May,Pittsylvania County,459,1055,25223.33,,0
2019,June,Franklin County,791,2454,40849.35,,0
2020,February,Charlottesville City,1049,7722,47653.86,0,0
2020,September,Roanoke County,716,2000,60847.44,45,161
2019,August,Carroll County,373,974,13753.55,,0
2019,April,Patrick County,898,2322,13703.5,,0
2020,May,Bland County,401,711,22032.95,,0
2020,December,Carroll County,308,791,14328.37,,0
2020,February,Tazewell County,1943,4411,40774.53,40,0
2021,March,Petersburg City,0,6953,0,,
2021,January,Buena Vista City,321,875,35861.16,,0
2020,April,Bland County,481,1105,21439.8,,0
2020,April,Culpeper County,19,46,,,
2021,August,Wise County,694,1892,40550.18,,0
2020,August,Covington City,253,7509,27902.68,,0
2019,December,Norton City,853,2694,28159.05,,0
2019,May,Chesterfield County,874,11974,243695,,
2021,January,Prince Edward County,1706,2910,46005,,
2019,January,Cumberland County,265,461,42904,,
2020,February,Appomattox County,1330,1932,25637.61,,0
2019,October,Buckingham County,931,1736,42729.58,,0
2020,March,Rockingham County,1876,3949,78408.82,,930
2021,April,Winchester City,1121,4053,140361.45,129,20588
2019,September,Dickenson County,684,1426,40586.1,,0
2019,November,Giles County,395,783,11804,71,0
2019,May,Culpeper County,478,1274,37736.79,,0
2021,January,Richmond County,41,89,434890,,
2020,January,King William County,165,4057,13053,,
2020,September,King and Queen County,476,1027,240508,,
2019,February,Essex County,48,163,,,
2019,July,Colonial Heights City,0,1337,0,,
2020,May,Fauquier County,848,1911,25016.72,,0
2019,July,Williamsburg City,337,915,52604,0,
2021,April,King and Queen,,,167060,,
2020,March,Arlington County,,,24673.91952,,
2021,April,Montgomery County,933,6364,29279.4,514,9859
2019,September,Franklin County,812,2439,36257.53,,0
2019,June,Isle of Wight County,1450,3361,52380,60,0
2019,November,Augusta County,3311,8537,297845.04,72,959
2020,February,Loudoun County,2604,6640,141859.97,1065,22250
2021,July,Galax City,643,1585,18306.25,,0
2020,January,Henrico County,2362,9182,38913,,
2019,December,Pittsylvania County,647,1633,23535.6,,0
2019,December,Hopewell City,0,1054,0,,
2020,June,Williamsburg City,1172,4200,54941,50,954
2020,January,Fredericksburg City,1125,2600,57128.29,1916,1268
2020,August,Buchanan County,1514,3805,118895.03,,12332
2020,January,Loudoun County,2686,9940,161409.95,1090,18519
2019,June,Greensville County,109,334,115490,,
2020,July,Loudoun County,3829,20830,204445.89,0,43580
2020,November,Chesterfield County,2533,12820,580079,,
2020,June,Fauquier County,831,1955,72456.05,,0
2019,December,Covington City,377,1365,35048.42,,0
2021,January,King William County,402,4777,9186,,
2019,May,Virginia Beach City,5068,20301,294481,220,3211
2021,April,Louisa County,998,1850,28447,,
2019,September,Fairfax County,,,496287.8881,,29633
2021,May,Washington County,1056,3637,85177.34,87,5495
2020,November,Scott County,515,1069,42564.96,10,0
2019,November,Norfolk City,9968,34492,551042,1235,11337
2020,January,Lunenburg County,655,1825,83738,,
2019,August,Patrick County,1029,2467,20724.7,,0
2019,November,King and Queen,,,55853,,
2019,December,Brunswick County,558,1060,16276,,
2021,June,Wythe County,605,1388,15329.53,,0
2019,September,Petersburg City,937,2186,9158,,
2021,January,Bristol City,181,1086,2692,64,0
2020,December,Lancaster County,394,734,61494,,
2020,August,King William County,620,5203,13966,,
2019,November,Franklin City,2,2,,,
2019,December,Bland County,577,1492,10849,,0
2019,April,Lee County,481,1402,23312.59,,0
2021,April,Hopewell City,138,316,22396,,
2021,September,Smyth County,,,81604.03,,16543
2019,December,Northampton County,359,731,12920,95,1260
2020,June,Southampton County,66,164,27342,1200,8377
2019,December,King George County,327,855,9871,39,99
2020,November,Greene County,787,2294,82499.31,80,1009
2019,February,Alexandria City,,,67174.27046,,1441
2020,August,Dickenson County,713,1458,28224.2,,0
2020,October,Roanoke City,2557,12102,389966.42,229,3156
2019,January,Loudoun County,,,3545,,
2021,April,Richmond City,0,6410,0,,
2019,December,James City County,167,431,150392,245,1753
2019,December,Orange County,593,1546,49587.13,,0
2019,December,King and Queen County,33,35,,,
2020,January,Washington County,2091,5140,111218.35,220,2733
2019,October,Bath County,275,540,13737,,0
2020,June,Fairfax County,,,1682718.701,,
2020,May,Appomattox County,1334,2312,48486.69,,0
2020,January,Hampton City,1652,4127,282910,410,6568
2019,May,Arlington County,,,45523.89489,,646
2019,June,Highland County,222,417,9017,,0
2020,March,Buena Vista City,337,903,30488.38,,0
2019,December,Greensville County,33,200,139945,,
2020,December,Lynchburg City,11058,22908,236845.98,1034,16557
2019,November,Tazewell County,2361,5171,51160.83,40,1146
2019,March,Pittsylvania County,,,0,,2056
2019,September,Salem City,809,2163,26465.43,,0
2019,April,New Kent County,207,1959,0,,
2019,May,Pulaski County,815,4433,55122.19,206,0
2019,November,Henrico County,5,7,,,
2019,August,Fluvanna County,602,1238,33053.27,0,0
2019,December,York County,1,4,,,
2021,February,Petersburg City,648,1539,4222,,
